section_title,section_type,classification_label,code,descriptor,period,duration,variable1_label,variable1_code,variable1_descriptor,variable2_label,variable2_code,variable2_descriptor,value_type_description,value,value_label,decimals,confidentiality_indicator,confidentiality_label,final_indicator,final_label,last_updated_at_source
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,3,Three,,,,Count,447.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,4,Four,,,,Count,48.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,4,Four,,,,Count,72.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,4,Four,,,,Count,132.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,5,Five,,,,Count,12.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,5,Five,,,,Count,33.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,5,Five,,,,Count,54.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,6,Six,,,,Count,6.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,6,Six,,,,Count,24.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,6,Six,,,,Count,24.000000,,0,,,,,2024-07-15 10:48:44+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,1,One,,,,Percent,75.700000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,1,One,,,,Percent,72.000000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,1,One,,,,Percent,68.300000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,2,Two,,,,Percent,16.800000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,2,Two,,,,Percent,19.700000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,2,Two,,,,Percent,21.700000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,3,Three,,,,Percent,5.700000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,3,Three,,,,Percent,5.500000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,3,Three,,,,Percent,6.800000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,4,Four,,,,Percent,1.400000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,4,Four,,,,Percent,1.500000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,4,Four,,,,Percent,2.000000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,5,Five,,,,Percent,0.300000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,5,Five,,,,Percent,0.700000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,5,Five,,,,Percent,0.800000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2013,Census,Number of ethnic groups,6,Six,,,,Percent,0.200000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2018,Census,Number of ethnic groups,6,Six,,,,Percent,0.500000,percent,1,,,,,2024-07-15 10:49:10+00
Number of ethnic groups,,Ethnic group,37144,Tuvaluan,2023,Census,Number of ethnic groups,6,Six,,,,Percent,0.400000,percent,1,,,,,2024-07-15 10:49:10+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,0,New Zealand,,,,Count,3456.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,1,Australia,,,,Count,39.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,2,Pacific Islands,,,,Count,2955.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,3,United Kingdom and Ireland,,,,Count,3.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,4,Europe (excl United Kingdom and Ireland),,,,Count,3.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,5,North America,,,,Count,3.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,6,Asia,,,,Count,3.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,7,Middle East and Africa,,,,Count,0.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,8,Other,,,,Count,0.000000,,0,,,,,2024-07-15 10:52:57+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,0,New Zealand,,,,Percent,53.400000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,1,Australia,,,,Percent,0.600000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,2,Pacific Islands,,,,Percent,45.700000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,3,United Kingdom and Ireland,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,4,Europe (excl United Kingdom and Ireland),,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,5,North America,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,6,Asia,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,7,Middle East and Africa,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
Birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace broad regions,8,Other,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:56:35+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,1,Under 15 years,,,,Count,264.000000,,0,,,,,2024-07-23 08:28:46+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,2,15-29 years,,,,Count,678.000000,,0,,,,,2024-07-23 08:28:46+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,3,30-64 years,,,,Count,1785.000000,,0,,,,,2024-07-23 08:28:46+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,4,65 years and over,,,,Count,285.000000,,0,,,,,2024-07-23 08:28:46+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,1,Under 15 years,,,,Percent,11.400000,percent,1,,,,,2024-07-23 08:33:03+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,2,15-29 years,,,,Percent,37.000000,percent,1,,,,,2024-07-23 08:33:03+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,3,30-64 years,,,,Percent,88.400000,percent,1,,,,,2024-07-23 08:33:03+00
People born overseas by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group,4,65 years and over,,,,Percent,97.900000,percent,1,,,,,2024-07-23 08:33:03+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,1,Less than one year,,,,Count,189.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,2,1 year,,,,Count,24.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,3,2 years,,,,Count,24.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,4,3 years,,,,Count,129.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,5,4 years,,,,Count,126.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,6,5-9 years,,,,Count,468.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,7,10-19 years,,,,Count,804.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,8,20 years or more,,,,Count,1161.000000,,0,,,,,2024-07-15 10:59:58+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,1,Less than one year,,,,Percent,6.400000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,2,1 year,,,,Percent,0.800000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,3,2 years,,,,Percent,0.800000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,4,3 years,,,,Percent,4.400000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,5,4 years,,,,Percent,4.300000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,6,5-9 years,,,,Percent,16.000000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,7,10-19 years,,,,Percent,27.400000,percent,1,,,,,2024-07-15 11:00:47+00
Years since arrival in New Zealand,,Ethnic group,37144,Tuvaluan,2023,Census,Years since arrival in New Zealand,8,20 years or more,,,,Percent,39.600000,percent,1,,,,,2024-07-15 11:00:47+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,1,English,,,,Count,2961.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,1,English,,,,Count,4080.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,1,English,,,,Count,5733.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,10,German,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,10,German,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,10,German,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,11,Spanish,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,11,Spanish,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,11,Spanish,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,12,Afrikaans,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,12,Afrikaans,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,12,Afrikaans,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,13,Tongan,,,,Count,39.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,13,Tongan,,,,Count,75.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,13,Tongan,,,,Count,60.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,14,Panjabi,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,14,Panjabi,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,14,Panjabi,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,15,New Zealand Sign Language,,,,Count,18.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,15,New Zealand Sign Language,,,,Count,27.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,15,New Zealand Sign Language,,,,Count,33.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,16,Other,,,,Count,2178.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,16,Other,,,,Count,2349.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,16,Other,,,,Count,3156.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,17,None (eg too young to talk),,,,Count,138.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,17,None (eg too young to talk),,,,Count,288.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,17,None (eg too young to talk),,,,Count,402.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,2,Māori,,,,Count,39.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,2,Māori,,,,Count,45.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,2,Māori,,,,Count,72.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,3,Samoan,,,,Count,336.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,3,Samoan,,,,Count,441.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,3,Samoan,,,,Count,489.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,4,Northern Chinese,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,4,Northern Chinese,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,4,Northern Chinese,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,5,Hindi,,,,Count,9.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,5,Hindi,,,,Count,6.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,5,Hindi,,,,Count,9.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,6,French,,,,Count,6.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,6,French,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,6,French,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,7,Yue,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,7,Yue,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,7,Yue,,,,Count,3.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,8,Sinitic not further defined,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,8,Sinitic not further defined,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,8,Sinitic not further defined,,,,Count,9.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,9,Tagalog,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,9,Tagalog,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,9,Tagalog,,,,Count,0.000000,,0,,,,,2024-07-15 11:05:18+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,1,English,,,,Percent,88.800000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,1,English,,,,Percent,87.700000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,1,English,,,,Percent,87.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,10,German,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,10,German,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,10,German,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,11,Spanish,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,11,Spanish,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,11,Spanish,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,12,Afrikaans,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,12,Afrikaans,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,12,Afrikaans,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,13,Tongan,,,,Percent,1.200000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,13,Tongan,,,,Percent,1.600000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,13,Tongan,,,,Percent,0.900000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,14,Panjabi,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,14,Panjabi,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,14,Panjabi,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,15,New Zealand Sign Language,,,,Percent,0.500000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,15,New Zealand Sign Language,,,,Percent,0.600000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,15,New Zealand Sign Language,,,,Percent,0.500000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,16,Other,,,,Percent,65.300000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,16,Other,,,,Percent,50.500000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,16,Other,,,,Percent,47.900000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,17,None (eg too young to talk),,,,Percent,4.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,17,None (eg too young to talk),,,,Percent,6.200000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,17,None (eg too young to talk),,,,Percent,6.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,2,Māori,,,,Percent,1.200000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,2,Māori,,,,Percent,1.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,2,Māori,,,,Percent,1.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,3,Samoan,,,,Percent,10.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,3,Samoan,,,,Percent,9.500000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,3,Samoan,,,,Percent,7.400000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,4,Northern Chinese,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,4,Northern Chinese,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,4,Northern Chinese,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,5,Hindi,,,,Percent,0.300000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,5,Hindi,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,5,Hindi,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,6,French,,,,Percent,0.200000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,6,French,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,6,French,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,7,Yue,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,7,Yue,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,7,Yue,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
